"assists_name","assists_assists","assists_assist_points","assists_two_pt_assists","assists_three_pt_assists","assists_at_rim_assists","assists_short_mid_range_assists","assists_long_mid_range_assists","assists_corner3assists","assists_arc3assists","fouls_fouls","fouls_shooting_fouls","fouls_loose_ball_fouls","fouls_loose_ball_fouls_drawn","fouls_offensive_fouls","fouls_charge_fouls","fouls_offensive_fouls_drawn","fouls_charge_fouls_drawn","fouls_clear_path_fouls","fouls_transition_take_fouls","fouls_transition_take_fouls_drawn","fouls_defensive_3_seconds_violations","fouls_fouls_drawn","free_fta","free_technical_free_throw_trips","free_two_pt_shooting_fouls_drawn","free_x2pt_and_1_free_throw_trips","free_three_pt_shooting_fouls_drawn","free_x3pt_and_1_free_throw_trips","free_non_shooting_fouls_drawn","free_shooting_fouls_drawn_pct","free_two_pt_shooting_fouls_drawn_pct","free_three_pt_shooting_fouls_drawn_pct","misc_plus_minus","misc_on_off_rtg","misc_on_def_rtg","misc_first_chance_points","misc_three_pt_off_rebounded_pct","misc_at_rim_off_rebounded_pct","misc_short_mid_range_off_rebounded_pct","misc_long_mid_range_off_rebounded_pct","misc_blocks","misc_blocked2s","misc_blocked3s","misc_blocked_at_rim","misc_blocked_short_mid_range","misc_blocked_long_mid_range","misc_blocked_corner3","misc_blocked_arc3","misc_recovered_blocks","misc_blocks_recovered_pct","misc_steals","misc_lost_ball_steals","misc_bad_pass_steals","misc_defensive_goaltends","profile_height_in","profile_weight_lbs","rebounds_rebounds","rebounds_def_rebounds","rebounds_ft_def_rebounds","rebounds_def_ft_rebound_pct","rebounds_def_two_pt_rebounds","rebounds_def_two_pt_rebound_pct","rebounds_def_three_pt_rebounds","rebounds_def_three_pt_rebound_pct","rebounds_def_fg_rebound_pct","rebounds_off_rebounds","rebounds_ft_off_rebounds","rebounds_off_ft_rebound_pct","rebounds_off_two_pt_rebounds","rebounds_off_two_pt_rebound_pct","rebounds_off_three_pt_rebounds","rebounds_off_three_pt_rebound_pct","rebounds_off_fg_rebound_pct","rebounds_def_at_rim_rebound_pct","rebounds_def_short_mid_range_rebound_pct","rebounds_def_long_mid_range_rebound_pct","rebounds_def_arc3rebound_pct","rebounds_def_corner3rebound_pct","rebounds_off_at_rim_rebound_pct","rebounds_off_short_mid_range_rebound_pct","rebounds_off_long_mid_range_rebound_pct","rebounds_off_arc3rebound_pct","rebounds_off_corner3rebound_pct","rebounds_self_o_reb","rebounds_self_o_reb_pct","scoring_off_poss","scoring_points","scoring_fg2m","scoring_fg2a","scoring_fg2pct","scoring_fg3m","scoring_fg3a","scoring_fg3pct","scoring_non_heave_fg3pct","scoring_ft_points","scoring_pts_assisted2s","scoring_pts_unassisted2s","scoring_pts_assisted3s","scoring_pts_unassisted3s","scoring_assisted2s_pct","scoring_non_putbacks_assisted2s_pct","scoring_assisted3s_pct","scoring_fg3a_pct","scoring_shot_quality_avg","scoring_efg_pct","scoring_ts_pct","scoring_pts_putbacks","scoring_fg2a_blocked","scoring_fg2a_pct_blocked","scoring_fg3a_blocked","scoring_fg3a_pct_blocked","scoring_usage","second_second_chance_off_poss","second_second_chance_points","second_second_chance_points_pct","second_second_chance_fg2m","second_second_chance_fg2a","second_second_chance_fg2pct","second_second_chance_fg3m","second_second_chance_fg3a","second_second_chance_fg3pct","second_second_chance_ft_points","second_second_chance_efg_pct","second_second_chance_ts_pct","second_second_chance_shot_quality_avg","second_second_chance_at_rim_fgm","second_second_chance_at_rim_fga","second_second_chance_at_rim_frequency","second_second_chance_at_rim_accuracy","second_second_chance_at_rim_pct_assisted","second_second_chance_corner3fgm","second_second_chance_corner3fga","second_second_chance_corner3frequency","second_second_chance_corner3accuracy","second_second_chance_corner3pct_assisted","second_second_chance_arc3fgm","second_second_chance_arc3fga","second_second_chance_arc3frequency","second_second_chance_arc3accuracy","second_second_chance_arc3pct_assisted","second_second_chance_turnovers","shot_shot_quality_avg","shot_at_rim_fg3a_frequency","shot_avg2pt_shot_distance","shot_avg3pt_shot_distance","shot_at_rim_fgm","shot_at_rim_fga","shot_at_rim_frequency","shot_at_rim_accuracy","shot_unblocked_at_rim_accuracy","shot_at_rim_pct_assisted","shot_at_rim_pct_blocked","shot_short_mid_range_fgm","shot_short_mid_range_fga","shot_short_mid_range_frequency","shot_short_mid_range_accuracy","shot_unblocked_short_mid_range_accuracy","shot_short_mid_range_pct_assisted","shot_short_mid_range_pct_blocked","shot_long_mid_range_fgm","shot_long_mid_range_fga","shot_long_mid_range_frequency","shot_long_mid_range_accuracy","shot_unblocked_long_mid_range_accuracy","shot_long_mid_range_pct_assisted","shot_long_mid_range_pct_blocked","shot_corner3fgm","shot_corner3fga","shot_corner3frequency","shot_corner3accuracy","shot_unblocked_corner3accuracy","shot_corner3pct_assisted","shot_corner3pct_blocked","shot_arc3fgm","shot_arc3fga","shot_arc3frequency","shot_arc3accuracy","shot_unblocked_arc3accuracy","shot_arc3pct_assisted","shot_arc3pct_blocked","shot_non_heave_arc3fgm","shot_non_heave_arc3fga","shot_non_heave_arc3accuracy","shot_heave_attempts","shot_heave_makes","turnovers_turnovers","turnovers_live_ball_turnovers","turnovers_dead_ball_turnovers","turnovers_live_ball_turnover_pct","turnovers_lost_ball_turnovers","turnovers_lost_ball_out_of_bounds_turnovers","turnovers_bad_pass_turnovers","turnovers_bad_pass_out_of_bounds_turnovers","turnovers_travels","turnovers_x3second_violations","turnovers_step_out_of_bounds_turnovers","turnovers_offensive_goaltends","turnovers_height_in","turnovers_weight_lbs"
"Julius Randle",1435,3721,584,851,355,153,76,295,556,845,318,86,70,102,63,20,2,2,3,1,7,1374,1794,45,770,212,14,1,190,0.136704446381866,0.194739504299444,0.007860752,412,114.943966139195,113.404152583293,5733,0.194444444444444,0.445606694560669,0.313432835820896,0.208430913348946,93,90,3,69,16,5,3,0,57,0.612903225806452,209,78,131,1,81,250,2790,2301,248,0.444444444444444,1047,0.209441888377676,1006,0.207465456795215,0.208468724614135,489,11,0.017886179,326,0.060572278,152,0.0338153503893215,0.048395262,0.175898931000972,0.218284540318439,0.261569416498994,0.205156639866925,0.214170692,0.081786252,0.05680373,0.02815534,0.0338368580060423,0.033755274,91,0.0367528271405493,20791,6667,1714,3396,0.504711425206125,614,1768,0.347285067873303,0.348072562358277,1397,1302,2126,1461,381,0.379813302217036,0.413071065989848,0.793159609120521,0.342370255615802,0.513775208373716,0.510263361735089,0.56,276,281,0.082744405,3,0.001696833,28.8294736842105,2583,934,0.140092995350232,282,470,0.6,52,177,0.293785310734463,214,0.556414219474498,0.6125,0.545839806866953,199,304,0.469860896445131,0.654605263157895,0.135678392,8,28,0.043276662,0.285714285714286,0.875,44,149,0.230293663060278,0.295302013422819,0.795454545454545,61,0.513775208373716,0.602439969016267,7.99290341578327,25.3738687782805,862,1343,0.260069713400465,0.641846612062547,0.729889923793395,0.465197215777262,0.120625465376024,547,1302,0.252130131680868,0.420122887864823,0.457357859531773,0.252285191956124,0.08141321,305,751,0.145429899302866,0.40612516644474,0.413279132791328,0.367213114754098,0.0173102529960053,111,300,0.0580945,0.37,0.37123745819398,0.837837837837838,0.003333333,503,1468,0.284275755,0.342643051771117,0.343110504774898,0.783300198807157,0.001362398,503,1464,0.343579234972678,4,0,923,450,473,0.487540628385699,231,68,219,140,74,5,8,1,81,250
"Dejounte Murray",1992,4699,1277,715,703,416,158,208,507,538,219,28,22,20,18,30,1,0,0,3,1,727,867,17,374,99,29,12,67,0.074053555,0.095432508,0.018048128,-173,115.610881024096,116.534765404183,5489,0.214814814814815,0.400954653937947,0.313167259786477,0.2181146025878,77,69,8,43,20,6,1,7,39,0.506493506493506,480,134,346,1,76,180,1892,1636,67,0.147902869757174,790,0.149000377216145,779,0.179327808471455,0.162658096620361,256,1,0.001923077,151,0.0249504296100463,104,0.024656235182551,0.0248296007789679,0.12568306010929,0.147166361974406,0.209150326797386,0.182097816056598,0.171088746569076,0.02969815,0.0251366120218579,0.016759777,0.0264837268666241,0.019372694,70,0.0279776179056755,21248,5884,1836,3644,0.50384193194292,505,1481,0.340985820391627,0.341446924,697,834,2838,1101,414,0.227124183006536,0.231795441912173,0.726732673267327,0.288975609756098,0.506236499414291,0.506048780487805,0.535193289569657,74,236,0.064763996,11,0.007427414,25.479259626508,2540,395,0.067131203,113,238,0.474789915966387,42,127,0.330708661417323,43,0.482191780821918,0.509043927648579,0.506206875,48,93,0.254794520547945,0.516129032258065,0.25,12,45,0.123287671232877,0.266666666666667,0.833333333333333,30,82,0.224657534246575,0.365853658536585,0.7,33,0.506236499414291,0.505365853658537,9.11995060373216,25.4080351114112,690,1109,0.216390243902439,0.622182146077547,0.687936191425723,0.311594202898551,0.095581605,683,1529,0.298341463414634,0.446697187704382,0.482685512367491,0.181551976573939,0.074558535,463,1006,0.196292682926829,0.460238568588469,0.467676767676768,0.168466522678186,0.0159045725646123,132,336,0.065560976,0.392857142857143,0.397590361445783,0.909090909090909,0.0119047619047619,373,1145,0.223414634146341,0.325764192,0.327768014,0.662198391420912,0.006113537,373,1143,0.326334208,2,0,684,474,210,0.692982456140351,153,49,321,79,14,0,14,0,76,180
"Luka Doncic",2495,6054,1431,1064,1090,245,96,421,643,663,306,28,38,28,24,30,13,0,7,4,3,1828,2385,54,1045,269,29,4,216,0.152210884353741,0.234937050359712,0.011119632,914,119.099064338767,115.151808629122,8094,0.225540025412961,0.343137254901961,0.273822562979189,0.194070080862534,150,136,14,66,66,4,3,11,78,0.52,363,122,241,3,78,230,2485,2251,144,0.287425149700599,1101,0.213289422704378,1006,0.224804469,0.218636505136453,234,9,0.014308426073132,119,0.0289326525650377,106,0.0206346116410356,0.0243243243243243,0.167804323094425,0.221887117621715,0.268698060941828,0.226552984165652,0.219983207388749,0.034405385,0.032074496,0.0130486358244365,0.017264634475317,0.029370629,85,0.028629168,20734,8702,2066,3672,0.562636165577342,925,2583,0.358110723964382,0.36118703631394,1795,570,3562,729,2046,0.137947725072604,0.142215568862275,0.262702702702703,0.41294964028777,0.498417745571659,0.552118305355715,0.595572057205721,124,187,0.050925926,12,0.004645761,36.5741344107042,2056,608,0.069868996,157,274,0.572992701,57,162,0.351851851851852,123,0.556192660550459,0.589494163424125,0.508170528455285,99,139,0.318807339449541,0.712230215827338,0.232323232323232,7,17,0.038990826,0.411764705882353,0.571428571428571,50,145,0.33256880733945,0.344827586206897,0.52,47,0.498417745571659,0.594564349,8.15236928104575,26.8797135114208,827,1136,0.181614708233413,0.727992957746479,0.780188679,0.215235792019347,0.066901408,975,1895,0.302957633892886,0.514511873350924,0.543478260869565,0.09025641,0.053298153,264,641,0.102478017585931,0.41185647425897,0.41838351822504,0.071969697,0.015600624024961,35,108,0.0172661870503597,0.324074074074074,0.324074074074074,0.542857142857143,0,890,2475,0.39568345323741,0.35959595959596,0.361347949654892,0.251685393,0.004848485,890,2453,0.362821035466775,22,0,1151,843,308,0.732406602953953,237,40,606,144,39,0,11,0,78,230
"De'Aaron Fox",1763,4290,999,764,688,255,56,186,578,771,324,27,21,31,13,107,18,1,3,4,2,1403,1776,9,842,210,22,1,115,0.138273981392364,0.185380889476002,0.011820331,83,117.797090496883,118.20343335394,6769,0.238361266294227,0.363636363636364,0.324590163934426,0.216335540838852,112,95,17,37,51,7,8,9,60,0.535714285714286,431,225,206,2,75,185,1205,1012,32,0.068669528,473,0.093036979,507,0.116071428571429,0.103681760473974,193,9,0.0154373927958834,111,0.0223429951690821,73,0.0159076051427326,0.019252904,0.088709677,0.084040747,0.121975806451613,0.110631741140216,0.131789848619768,0.015015015015015,0.030962343,0.0131434830230011,0.0162692847124825,0.014648438,63,0.024570983,21172,7280,2130,3910,0.544757033248082,562,1673,0.335923490735206,0.336728579988017,1334,816,3444,996,690,0.191549295774648,0.19419324131366,0.590747330960854,0.299659681174996,0.495378728935102,0.53250940354648,0.57282317745237,58,246,0.062915601,14,0.008368201,30.0504413619168,2298,511,0.070192308,120,228,0.526315789473684,73,173,0.421965317919075,52,0.572319201995013,0.594186046511628,0.49390545112782,49,71,0.177057356608479,0.690140845070423,0.244897959183673,12,28,0.069825436,0.428571428571429,0.916666666666667,61,145,0.361596009975062,0.420689655172414,0.655737704918033,43,0.495378728935102,0.522299839,8.488414322,25.6743574417215,866,1243,0.222640157621351,0.696701528559936,0.755671902268761,0.241339491916859,0.078037007,916,1847,0.330825720938563,0.495939361126151,0.537243401759531,0.149563318777293,0.076881429,348,820,0.14687444026509,0.424390244,0.428044280442804,0.17816091954023,0.008536585,75,221,0.0395844528031524,0.339366515837104,0.340909090909091,0.906666666666667,0.004524887,487,1452,0.260075228371843,0.335399449035813,0.338429464906185,0.542094455852156,0.008953168,487,1448,0.336325966850829,4,0,803,560,243,0.697384806973848,240,63,320,92,24,0,11,0,75,185
"Tobias Harris",932,2275,521,411,328,131,62,155,256,595,340,16,27,42,36,11,0,0,0,3,7,609,804,36,363,97,8,1,60,0.086319218,0.116420782552919,0.006779661,993,116.926547023634,112.426821468982,4591,0.179806362378976,0.355670103092784,0.300287356321839,0.117370892018779,201,188,13,84,92,12,5,8,102,0.507462686567164,260,96,164,4,80,226,1957,1646,86,0.182978723404255,842,0.161891943856951,718,0.164302059496568,0.162992372792812,311,2,0.004705882,207,0.039503817,102,0.0255703183755327,0.0334814172716437,0.153887399463807,0.160832964111653,0.177942539388323,0.158195488721805,0.183732057416268,0.044568245,0.0420751633986928,0.0240722166499498,0.0247373771602846,0.0279383429672447,70,0.040114613,20394,5094,1542,2852,0.540673211781206,437,1173,0.372549019607843,0.373185311699402,699,1348,1736,1191,120,0.437094682,0.464507236388697,0.908466819221968,0.291428571428571,0.518238329604773,0.545962732919255,0.581344653510785,182,273,0.0957223,8,0.006820119,21.0235252808989,2074,503,0.09874362,172,303,0.567656765676568,29,85,0.341176470588235,72,0.555412371134021,0.591016548463357,0.539884210526316,119,186,0.479381443298969,0.639784946236559,0.184873949579832,10,28,0.072164948,0.357142857142857,0.7,19,57,0.146907216494845,0.333333333333333,0.894736842105263,33,0.518238329604773,0.585341614906832,6.84680925666199,25.2531116794544,792,1183,0.293913043478261,0.669484361792054,0.764478764478765,0.560606060606061,0.124260355029586,580,1281,0.318260869565217,0.452771272443404,0.499569336778639,0.312068965517241,0.093676815,170,388,0.096397516,0.438144329896907,0.445026178010471,0.288235294117647,0.0154639175257732,155,383,0.09515528,0.404699738903394,0.407894736842105,0.961290322580645,0.007832898,282,790,0.196273291925466,0.356962025316456,0.359235668789809,0.879432624113475,0.006329114,282,788,0.357868020304569,2,0,436,235,201,0.538990825688073,113,32,122,40,29,1,15,1,80,226
"Trae Young",2948,6850,1994,954,1501,366,127,361,593,502,210,11,16,37,8,100,29,0,5,7,0,1808,2292,93,673,132,65,8,413,0.121507687221028,0.174533195020747,0.0282717738258094,405,118.86181152275,117.428813878936,7054,0.222056631892697,0.400932400932401,0.335608646188851,0.216524216524217,42,37,5,16,19,2,1,4,28,0.666666666666667,309,117,192,0,73,164,988,806,7,0.015801354,356,0.068173114,443,0.099105145,0.082439125,182,2,0.004098361,113,0.021409625,67,0.0149453490965871,0.018440734,0.068544601,0.05922865,0.088621444,0.09496533,0.111014744145707,0.0173027989821883,0.0273405136702568,0.014460511679644,0.0154577883472057,0.0134048257372654,69,0.0256600966902194,21297,7554,1621,3315,0.488989441930618,761,2139,0.355773726040206,0.357780912082746,2029,574,2668,669,1614,0.177051202961135,0.180276381909548,0.293035479632063,0.392189218921892,0.498867409470752,0.506508984231756,0.578112915699923,58,295,0.088989442,25,0.011687705,31.7003478548948,2434,500,0.066190098,115,207,0.555555555555556,54,138,0.391304348,108,0.568115942028986,0.626903553299492,0.4921,42,67,0.194202898550725,0.626865671641791,0.238095238095238,13,36,0.104347826086957,0.361111111111111,0.923076923076923,41,102,0.295652173913043,0.401960784313726,0.780487804878049,64,0.498867409470752,0.575907590759076,8.718914027,27.6585787751286,567,1002,0.183718371837184,0.565868263473054,0.643586833144154,0.201058201058201,0.120758483033932,750,1645,0.301613494682802,0.455927051671733,0.502680965147453,0.182666666666667,0.093009119,304,668,0.122478914558122,0.455089820359281,0.469860896445131,0.118421052631579,0.031437126,51,126,0.02310231,0.404761904761905,0.411290322580645,0.705882352941177,0.0158730158730159,710,2013,0.369086908690869,0.35270740188773,0.35678391959799,0.263380281690141,0.0114257327372081,710,2001,0.354822588705647,12,0,1210,901,309,0.744628099173554,169,42,732,165,30,0,6,0,73,164
"Jalen Brunson",1732,4262,934,798,638,219,77,267,531,611,259,29,32,38,20,150,99,1,1,3,2,1445,1403,78,563,189,37,8,152,0.113068181818182,0.147614053487153,0.0231923601637108,1194,119.810290027811,114.591974414072,6117,0.23728813559322,0.357558139534884,0.336384439359268,0.228882833787466,33,30,3,18,12,0,1,2,18,0.545454545454545,247,77,170,0,74,190,1125,962,21,0.040935673,448,0.091465904,493,0.109872966347225,0.100266382525306,163,6,0.0117416829745597,79,0.0163290615957007,78,0.0170678336980306,0.016687925,0.068552775,0.096432015,0.123732251521298,0.106929510155317,0.118525021949078,0.0164433617539586,0.017376195,0.0134228187919463,0.020132212,0.008856683,59,0.026457399103139,20136,6571,1830,3440,0.531976744186046,580,1440,0.402777777777778,0.403057678943711,1171,808,2852,1122,618,0.220765027322404,0.223451327433628,0.644827586206897,0.295081967213115,0.491065669,0.55327868852459,0.598896044158234,44,183,0.053197674,5,0.003472222,26.2330859886512,2399,454,0.069091462,123,201,0.611940298507463,53,130,0.407692307692308,49,0.61178247734139,0.629888268156425,0.498026728110599,43,60,0.181268882175227,0.716666666666667,0.255813953488372,19,39,0.117824773413897,0.487179487179487,0.894736842105263,34,91,0.274924471299094,0.373626373626374,0.823529411764706,41,0.491065669,0.49016393442623,8.62610465116279,25.43375,606,952,0.195081967213115,0.636554621848739,0.696551724,0.242574257425743,0.086134454,894,1784,0.365573770491803,0.501121076233184,0.528368794326241,0.20917225950783,0.051569507,330,704,0.144262295081967,0.46875,0.474820143884892,0.212121212121212,0.012784091,144,303,0.062090164,0.475247524752475,0.47682119205298,0.9375,0.00330033,436,1137,0.232991803278689,0.383465259454705,0.384819064430715,0.548165137614679,0.00351803,436,1136,0.383802816901408,1,0,586,378,208,0.645051194539249,125,41,253,74,20,0,7,0,74,190
"Buddy Hield",981,2308,635,346,414,179,42,125,221,730,367,17,12,19,7,14,0,1,2,2,1,291,445,93,81,23,32,5,62,0.0254747568318666,0.0563282336578581,0.0100694444444444,-151,116.104279858927,117.495925606366,4540,0.242192103712434,0.352713178294574,0.326086956521739,0.178010471204188,128,120,8,64,55,1,2,6,71,0.5546875,317,136,181,1,76,220,1437,1199,41,0.081188119,619,0.116880664652568,539,0.127815982926251,0.121728161463261,238,6,0.0122448979591837,89,0.01818925,143,0.029527152591369,0.023829088,0.107662463627546,0.116157205240175,0.138771186440678,0.127626215114456,0.1284046692607,0.0216244725738397,0.015130674002751,0.018382353,0.031784188,0.021838035,25,0.0113327289211242,20982,5131,686,1380,0.497101449275362,1126,2856,0.394257703081232,0.394598386531042,381,710,662,2928,450,0.517492711370262,0.548686244204019,0.86678508,0.674220963172805,0.534999798911758,0.56067044381492,0.576773899155829,78,137,0.099275362,40,0.0140056022408964,20.8123970780729,2375,591,0.115182225687001,73,140,0.521428571428571,139,328,0.423780487804878,28,0.601495726495726,0.610878661087866,0.541896552,56,93,0.198717948717949,0.602150537634409,0.214285714285714,43,94,0.200854700854701,0.457446808510638,0.906976744186046,96,234,0.5,0.41025641025641,0.802083333333333,49,0.534999798911758,0.832389046,7.62217391304348,25.7232142857143,408,670,0.158168083097262,0.608955224,0.688026981,0.566176470588235,0.114925373134328,141,376,0.088762984,0.375,0.437888198757764,0.425531915,0.143617021276596,137,334,0.07884797,0.410179640718563,0.417682926829268,0.467153284671533,0.0179640718562874,225,500,0.118035882908404,0.45,0.454545454545455,0.937777777777778,0.01,901,2356,0.5561850802644,0.382427844,0.388194743644981,0.849056603773585,0.0148556876061121,900,2350,0.382978723404255,5,1,553,375,178,0.678119349005425,124,32,251,65,39,0,8,0,76,220
"RJ Barrett",943,2264,565,378,401,114,50,152,226,693,344,38,13,26,34,45,5,0,0,0,1,1083,1494,4,748,155,5,0,66,0.142155937323013,0.195965417867435,0.003378378,-299,113.830579127587,115.234316885693,5263,0.227518959913326,0.385144429160935,0.361333333333333,0.222222222222222,79,75,4,47,26,2,1,3,51,0.645569620253165,174,57,117,1,78,214,1643,1378,125,0.251004016064257,502,0.104019892250311,751,0.156003323639385,0.129979253112033,265,6,0.009787928,152,0.0278286341999268,107,0.0256717850287908,0.0268951194184839,0.080777096,0.099316868,0.16028955532575,0.165181058495822,0.129084967320261,0.033472803,0.029178825,0.0109649122807018,0.025240784,0.026793431,77,0.03556582,20151,5757,1563,3224,0.484801488833747,515,1475,0.349152542372881,0.350101971447995,1086,1374,1752,1452,93,0.439539347408829,0.455570291777188,0.939805825242718,0.313896573739093,0.54228537494674,0.497020643,0.536453477531233,110,388,0.120347394540943,18,0.0122033898305085,26.1075399583044,2484,494,0.085808581,121,241,0.50207468879668,55,176,0.3125,87,0.488009592326139,0.525531914893617,0.551676111111111,93,159,0.381294964,0.584905660377358,0.290322580645161,23,60,0.143884892086331,0.383333333333333,0.91304347826087,32,116,0.278177458033573,0.275862068965517,0.84375,40,0.54228537494674,0.696531176846138,5.13892679900744,24.9994576271186,1062,1798,0.382634603107044,0.590656284760845,0.674714104193138,0.492467043314501,0.124582869855395,418,1173,0.249627580336242,0.356351236146633,0.410609037328094,0.315789473684211,0.132139812446718,83,253,0.053841243,0.328063241106719,0.340163934426229,0.385542168674699,0.035573123,183,483,0.102787827197276,0.37888198757764,0.383647798742138,0.978142076502732,0.0124223602484472,332,992,0.211108746541817,0.334677419354839,0.338775510204082,0.918674698795181,0.0120967741935484,332,988,0.336032388663968,4,0,648,392,256,0.604938271604938,140,42,252,84,37,0,21,2,78,214
"Rudy Gobert",396,1018,170,226,88,62,20,68,158,854,417,139,187,137,14,38,9,1,1,0,33,1524,1623,1,722,164,0,0,170,0.245244565217391,0.24641638225256,0,1640,116.797012967355,108.341728793069,3126,0,0.369047619047619,0.262008733624454,0.1875,618,602,16,307,280,15,8,8,371,0.600323624595469,209,48,161,29,85,258,3977,2906,203,0.484486873508353,1472,0.26470059341845,1231,0.28240422115164,0.272479838709677,1071,12,0.0220994475138122,673,0.156657355679702,386,0.085266181,0.120027201632098,0.206239168110919,0.281993204983012,0.31160033869602,0.296774193548387,0.230769230769231,0.190416141235813,0.147017379051198,0.099827883,0.075466025,0.11240632805995,93,0.168478260869565,19819,4285,1609,2372,0.678330522765599,0,14,0,0,1067,2350,868,0,0,0.730267246737104,0.943017656500803,0,0.005867561,0.602957022708158,0.674350377200335,0.688021836865767,726,202,0.085160202,1,0.071428571,16.174697450096,2228,1159,0.270478413068845,447,693,0.645021645,0,1,0,265,0.644092219020173,0.666858457997698,0.6153761,423,635,0.914985590778098,0.666141732283465,0.127659574468085,0,1,0.001440922,0,0,0,0,0,0,0,72,0.602957022708158,0.853310980720872,2.37154300168634,43.9071428571429,1513,2022,0.847443419949707,0.748269041,0.807794981,0.729015201586252,0.073689416,91,326,0.136630343671417,0.279141104294479,0.332116788321168,0.747252747252747,0.159509202453988,5,24,0.0100586756077117,0.208333333333333,0.217391304347826,0.8,0.0416666666666667,0,1,0.000419111,0,0,0,0,0,13,0.005448449,0,0,0,0.076923077,0,5,0,8,0,513,212,301,0.413255360623782,132,26,80,39,39,24,8,8,85,258
"Kentavious Caldwell-Pope",682,1592,454,228,298,120,36,76,152,602,302,18,24,18,4,127,2,1,2,0,0,529,535,80,181,41,13,5,53,0.06733773,0.127196064652143,0.008916324,1051,117.859663272507,112.618519265685,3200,0.202576112,0.380208333333333,0.31638418079096,0.226277372262774,143,136,7,47,85,4,4,3,70,0.48951048951049,397,119,278,0,77,204,884,741,15,0.0337078651685393,302,0.058200039,424,0.107668867445404,0.079544209,143,7,0.014403292,84,0.017376914,52,0.013478486,0.0156465715600552,0.0457440648523451,0.055786844,0.083962264,0.110522832561218,0.098253275,0.0220545560069646,0.016318205,0.012173913,0.0137614678899083,0.012695313,40,0.0280701754385965,19838,3466,636,1283,0.495713172252533,576,1450,0.397241379310345,0.398064961990325,466,938,334,1602,126,0.737421383647799,0.75767366720517,0.927083333333333,0.53055250640322,0.533165346534654,0.548847420417124,0.578902522154056,34,68,0.053000779,5,0.003448276,14.749368914533,2042,266,0.076745528,51,122,0.418032786885246,49,114,0.429824561403509,17,0.527542373,0.545081967213115,0.53239303030303,22,59,0.25,0.372881355932203,0.227272727272727,19,37,0.156779661016949,0.513513513513513,0.947368421052632,30,77,0.326271186,0.38961038961039,0.866666666666667,15,0.533165346534654,0.716794731,9.58901013250195,25.0028275862069,315,509,0.186242224661544,0.618860511,0.670212765957447,0.758730158730159,0.076620825,106,284,0.103915111598975,0.373239436619718,0.4140625,0.688679245283019,0.098591549,215,490,0.179290157336261,0.438775510204082,0.439672801635992,0.730232558139535,0.002040816,238,574,0.210025612879619,0.414634146341463,0.416083916083916,0.983193277310924,0.003484321,338,876,0.3205268935236,0.385844748858447,0.38717067583047,0.887573964497041,0.003424658,338,873,0.38717067583047,3,0,343,202,141,0.588921282798834,54,37,148,56,14,0,8,0,77,204
"Devin Booker",1530,3763,827,703,495,247,85,290,413,782,336,50,21,60,26,56,6,0,3,4,4,1428,1736,103,669,174,37,7,192,0.11701244813278,0.157894736842105,0.0201342281879195,1318,119.955964771817,113.919340239364,6864,0.214351425942962,0.386075949367089,0.320730117340287,0.217460317460317,97,92,5,51,38,3,1,4,50,0.515463917525773,268,73,195,4,78,206,1259,1052,23,0.046558704,533,0.104859335038363,496,0.11508120649652,0.109549664643884,207,7,0.018324607,113,0.0233760860570956,87,0.0220756153260594,0.0227920227920228,0.092727273,0.104725415070243,0.123616236162362,0.113218731475993,0.121794871794872,0.035573123,0.0246262093227792,0.009266409,0.020308123,0.0267281105990783,76,0.0293890177880897,19984,7419,2005,3742,0.535809727418493,631,1759,0.358726549,0.35954415954416,1516,1564,2446,1239,654,0.39002493765586,0.397155916708989,0.654516640253566,0.319760043628431,0.493354870721049,0.53653881112525,0.589337407526536,72,202,0.053981827899519,18,0.010233087,31.0914216673379,2091,555,0.074807926,146,303,0.481848184818482,55,158,0.348101265822785,98,0.495661605206074,0.541584158415842,0.492807189542484,53,91,0.197396963123644,0.582417582417582,0.339622641509434,11,30,0.065075922,0.366666666666667,0.909090909090909,44,128,0.27765726681128,0.34375,0.818181818181818,33,0.493354870721049,0.493364842755863,10.2112239444147,26.0811256395679,637,955,0.173604799127431,0.667015706806283,0.719774011299435,0.488226059654631,0.073298429,766,1542,0.280312670423559,0.496757458,0.534542917,0.349869451697128,0.070687419,602,1245,0.226322486820578,0.483534136546185,0.492635024549918,0.337209302325581,0.0184738955823293,91,213,0.038720233,0.427230046948357,0.433333333333333,0.923076923076923,0.0140845070422535,540,1546,0.281039810943465,0.349288486416559,0.352710646636186,0.609259259259259,0.009702458,540,1542,0.350194552529183,4,0,748,436,312,0.582887700534759,144,57,292,104,43,0,5,0,78,206
